"State","Condition","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"OR","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","46","","10/01/2014","09/30/2015"
"PA","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","28","","10/01/2014","09/30/2015"
"PR","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"RI","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","54","","10/01/2014","09/30/2015"
"SC","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","40","","10/01/2014","09/30/2015"
"SD","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"TN","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","28","","10/01/2014","09/30/2015"
"TX","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","30","","10/01/2014","09/30/2015"
"UT","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","25","","10/01/2014","09/30/2015"
"VA","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","26","","10/01/2014","09/30/2015"
"VI","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"VT","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"WA","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","33","","10/01/2014","09/30/2015"
"WI","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","27","","10/01/2014","09/30/2015"
"WV","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","52","","10/01/2014","09/30/2015"
"WY","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"AK","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (overall)","OP_20_OVERALL_MIN","27","","10/01/2014","09/30/2015"
"AL","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (overall)","OP_20_OVERALL_MIN","33","","10/01/2014","09/30/2015"
"AR","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (overall)","OP_20_OVERALL_MIN","28","","10/01/2014","09/30/2015"
"AZ","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (overall)","OP_20_OVERALL_MIN","23","","10/01/2014","09/30/2015"
"CA","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (overall)","OP_20_OVERALL_MIN","30","","10/01/2014","09/30/2015"
"CO","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (overall)","OP_20_OVERALL_MIN","14","","10/01/2014","09/30/2015"
"CT","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (overall)","OP_20_OVERALL_MIN","25","","10/01/2014","09/30/2015"
"DC","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (overall)","OP_20_OVERALL_MIN","70","","10/01/2014","09/30/2015"
"DE","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (overall)","OP_20_OVERALL_MIN","36","","10/01/2014","09/30/2015"
"FL","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (overall)","OP_20_OVERALL_MIN","22","","10/01/2014","09/30/2015"
"GA","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (overall)","OP_20_OVERALL_MIN","33","","10/01/2014","09/30/2015"
"HI","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (overall)","OP_20_OVERALL_MIN","23","","10/01/2014","09/30/2015"
